# Output of 'KaSim' '-i' 'arabinose.kappa' '-l' '510' '--no-log' -seed 912646491
# "uuid" : "502422583"
"[T]","obs_ADP_cyt","obs_ADP_per","obs_ADP_ex","obs_ATP_cyt","obs_ATP_per","obs_ATP_ex","obs_L_RIBULOSE_cyt","obs_L_RIBULOSE_per","obs_L_RIBULOSE_ex","obs_L_RIBULOSE_5_P_cyt","obs_L_RIBULOSE_5_P_per","obs_L_RIBULOSE_5_P_ex","obs_PROTON_cyt","obs_PROTON_per","obs_PROTON_ex","obs_Pi_cyt","obs_Pi_per","obs_Pi_ex","obs_WATER_cyt","obs_WATER_per","obs_WATER_ex","obs_XYLULOSE_5_PHOSPHATE_cyt","obs_XYLULOSE_5_PHOSPHATE_per","obs_XYLULOSE_5_PHOSPHATE_ex","obs_alpha_L_arabinofuranose_cyt","obs_alpha_L_arabinofuranose_per","obs_alpha_L_arabinofuranose_ex","obs_alpha_L_arabinopyranose_cyt","obs_alpha_L_arabinopyranose_per","obs_alpha_L_arabinopyranose_ex","obs_beta_L_arabinofuranose_cyt","obs_beta_L_arabinofuranose_per","obs_beta_L_arabinofuranose_ex","obs_beta_L_arabinopyranose_cyt","obs_beta_L_arabinopyranose_per","obs_beta_L_arabinopyranose_ex","obs_araA_prot","obs_araB_prot","obs_araC_prot","obs_araD_prot","obs_araE_prot","obs_araF_prot","obs_araG_prot","obs_araH_prot","obs_rnap","obs_ribosome"
331.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,11,36,34,34,5,1
332.,57,0,0,27,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,12,36,35,34,6,2
333.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,13,36,35,34,6,2
334.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,13,36,35,34,5,1
335.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,14,36,36,34,5,0
336.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,14,37,36,34,5,1
337.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,15,37,36,34,5,2
338.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,15,37,36,35,5,0
339.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,15,38,36,35,4,0
340.,57,0,0,26,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,15,38,36,36,4,1
341.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,38,37,36,5,2
342.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,37,36,6,4
343.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,37,37,7,2
344.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,37,37,7,3
345.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,38,38,4,3
346.,57,0,0,25,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,38,38,6,3
347.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,38,38,6,3
348.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,17,39,39,38,7,3
349.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,18,40,39,39,6,5
350.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,18,40,39,39,5,5
351.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,19,40,40,39,6,7
352.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,40,40,40,6,9
353.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,40,40,40,6,9
354.,57,0,0,24,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,40,40,40,6,9
355.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,40,40,5,8
356.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,40,40,7,8
357.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,40,40,7,8
358.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,41,40,9,8
359.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,41,40,8,8
360.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,41,40,7,8
361.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,41,41,41,8,7
362.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,20,41,41,41,8,8
363.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,20,42,41,41,9,8
364.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,42,41,41,8,8
365.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,42,41,41,8,8
366.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,42,41,41,8,8
367.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,20,43,41,41,6,5
368.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,44,42,41,6,4
369.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,44,42,41,5,4
370.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,44,42,41,6,4
371.,57,0,0,23,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,21,44,43,42,5,3
372.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,44,43,42,5,4
373.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,9,0,21,44,43,42,6,4
374.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,44,44,42,5,4
375.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,45,44,43,4,3
376.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,21,45,44,43,4,3
377.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,45,45,43,5,3
378.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,45,43,5,2
379.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,45,43,6,3
380.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,45,43,5,2
381.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,45,43,5,2
382.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,45,43,6,3
383.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,47,46,44,6,3
384.,57,0,0,22,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,48,46,45,5,3
385.,57,0,0,21,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,9,0,22,48,47,46,6,1
386.,57,0,0,21,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,10,0,22,48,47,46,5,2
387.,57,0,0,21,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,22,48,47,46,6,4
388.,57,0,0,20,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,22,48,47,47,6,3
389.,57,0,0,20,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,23,48,48,47,8,2
390.,57,0,0,20,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,10,0,24,48,48,48,6,2
391.,57,0,0,19,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,24,48,49,48,6,1
392.,57,0,0,19,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,24,49,49,48,5,1
393.,57,0,0,19,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,25,49,50,48,6,2
394.,57,0,0,19,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,26,50,50,49,5,1
395.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,26,51,50,50,6,3
396.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,26,51,50,50,7,2
397.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,26,51,50,51,8,4
398.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,10,0,26,52,50,51,8,2
399.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,51,51,7,4
400.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,51,51,8,4
401.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,51,51,8,4
402.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,51,51,9,3
403.,57,0,0,18,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,51,9,2
404.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,8,3
405.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,7,2
406.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,7,2
407.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,4,2
408.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,6,1
409.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,26,52,52,52,4,1
410.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,27,52,52,52,4,1
411.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,28,52,52,52,3,1
412.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,28,52,52,52,4,0
413.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,11,0,28,52,52,52,2,0
414.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,1,11,0,28,52,52,52,2,0
415.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,11,0,28,52,53,52,3,0
416.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,11,0,28,53,54,53,2,0
417.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,11,0,28,53,54,53,4,1
418.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,11,0,29,54,55,54,3,0
419.,57,0,0,17,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,2,11,0,29,54,55,55,3,0
420.,57,0,0,16,0,0,0,0,0,0,0,0,100,57,0,57,0,0,43,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,2,11,0,29,54,55,55,1,0
421.,73,0,0,0,0,0,18,0,0,16,0,0,116,57,0,57,0,0,43,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,2,11,0,29,55,55,55,1,0
422.,73,0,0,0,0,0,54,0,0,16,0,0,116,57,0,57,0,0,43,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,2,11,0,29,55,55,55,3,0
423.,73,0,0,0,0,0,67,0,0,5,0,0,116,57,0,57,0,0,43,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,11,1,29,56,57,55,5,0
424.,73,0,0,0,0,0,71,0,0,3,0,0,116,57,0,57,0,0,43,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,11,1,29,56,57,55,3,0
425.,73,0,0,0,0,0,73,0,0,1,0,0,116,57,0,57,0,0,43,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,11,1,29,57,57,56,4,0
426.,73,0,0,0,0,0,76,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,1,29,57,57,56,7,1
427.,73,0,0,0,0,0,77,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,1,30,57,57,56,5,0
428.,73,0,0,0,0,0,78,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,11,1,30,57,57,56,5,2
429.,73,0,0,0,0,0,80,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,11,1,30,57,58,57,5,0
430.,73,0,0,0,0,0,81,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,11,1,31,57,58,57,6,0
431.,73,0,0,0,0,0,82,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,1,32,58,58,57,6,0
432.,73,0,0,0,0,0,82,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,1,32,59,59,57,7,1
433.,73,0,0,0,0,0,82,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,11,2,32,59,59,59,7,1
434.,73,0,0,0,0,0,82,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,33,59,59,59,8,1
435.,73,0,0,0,0,0,83,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,33,59,60,59,8,2
436.,73,0,0,0,0,0,83,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,35,59,60,59,8,1
437.,73,0,0,0,0,0,83,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,2,35,59,60,59,8,1
438.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,2,35,59,60,59,8,0
439.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,2,35,59,60,60,8,1
440.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,2,35,59,60,60,8,1
441.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,2,35,59,60,60,9,1
442.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,35,59,60,60,10,2
443.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,35,59,60,60,10,3
444.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,3,35,60,60,60,10,3
445.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,3,35,60,60,60,10,4
446.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,3,35,60,60,60,10,3
447.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,35,60,60,60,10,4
448.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,4
449.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,4
450.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,4
451.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,4
452.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,5
453.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,4
454.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,35,60,60,60,10,5
455.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,4
456.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
457.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
458.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,7
459.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
460.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,7
461.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
462.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,9,6
463.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
464.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
465.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
466.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
467.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
468.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
469.,73,0,0,0,0,0,84,0,0,0,0,0,116,57,0,57,0,0,43,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,35,60,60,60,10,6
